"city_code","state"
2512077,"PB"
2512101,"PB"
2512200,"PB"
2512309,"PB"
2512408,"PB"
2512507,"PB"
2512606,"PB"
2512705,"PB"
2512721,"PB"
2512747,"PB"
2512754,"PB"
2512762,"PB"
2512788,"PB"
2512804,"PB"
2512903,"PB"
2513000,"PB"
2513109,"PB"
2513158,"PB"
2513208,"PB"
2513307,"PB"
2513356,"PB"
2513406,"PB"
2513505,"PB"
2513604,"PB"
2513653,"PB"
2513703,"PB"
2513802,"PB"
2513851,"PB"
2513901,"PB"
2513927,"PB"
2513943,"PB"
2513968,"PB"
2513984,"PB"
2514008,"PB"
2514107,"PB"
2514206,"PB"
2514305,"PB"
2514404,"PB"
2514453,"PB"
2514503,"PB"
2514552,"PB"
2514602,"PB"
2514651,"PB"
2514701,"PB"
2514800,"PB"
2514909,"PB"
2515005,"PB"
2515104,"PB"
2515203,"PB"
2515302,"PB"
2515401,"PB"
2515500,"PB"
2515609,"PB"
2515708,"PB"
2515807,"PB"
2515906,"PB"
2515930,"PB"
2515971,"PB"
2516003,"PB"
2516102,"PB"
2516151,"PB"
2516201,"PB"
2516300,"PB"
2516409,"PB"
2516508,"PB"
2516607,"PB"
2516706,"PB"
2516755,"PB"
2516805,"PB"
2516904,"PB"
2517001,"PB"
2517100,"PB"
2517209,"PB"
2517407,"PB"
2600054,"PE"
2600104,"PE"
2600203,"PE"
2600302,"PE"
2600401,"PE"
2600500,"PE"
2600609,"PE"
2600708,"PE"
2600807,"PE"
2600906,"PE"
2601003,"PE"
2601052,"PE"
2601102,"PE"
2601201,"PE"
2601300,"PE"
2601409,"PE"
2601508,"PE"
2601607,"PE"
2601706,"PE"
2601805,"PE"
2601904,"PE"
2602001,"PE"
2602100,"PE"
2602209,"PE"
2602308,"PE"
2602407,"PE"
2602506,"PE"
2602605,"PE"
2602704,"PE"
2602803,"PE"
2602902,"PE"
2603009,"PE"
2603108,"PE"
2603207,"PE"
2603306,"PE"
2603405,"PE"
2603454,"PE"
2603504,"PE"
2603603,"PE"
2603702,"PE"
2603801,"PE"
2603900,"PE"
2603926,"PE"
2604007,"PE"
2604106,"PE"
2604155,"PE"
2604205,"PE"
2604304,"PE"
2604403,"PE"
2604502,"PE"
2604601,"PE"
2604700,"PE"
2604809,"PE"
2604908,"PE"
2605004,"PE"
2605103,"PE"
2605152,"PE"
2605202,"PE"
2605301,"PE"
2605400,"PE"
2605459,"PE"
2605509,"PE"
2605608,"PE"
2605707,"PE"
2605806,"PE"
2605905,"PE"
2606002,"PE"
2606101,"PE"
2606200,"PE"
2606309,"PE"
2606408,"PE"
2606507,"PE"
2606606,"PE"
2606705,"PE"
2606804,"PE"
2606903,"PE"
2607000,"PE"
2607109,"PE"
2607208,"PE"
2607307,"PE"
2607406,"PE"
2607505,"PE"
2607604,"PE"
2607653,"PE"
2607703,"PE"
2607752,"PE"
2607802,"PE"
2607901,"PE"
2607950,"PE"
2608008,"PE"
2608057,"PE"
2608107,"PE"
2608206,"PE"
2608255,"PE"
2608305,"PE"
2608404,"PE"
2608453,"PE"
2608503,"PE"
2608602,"PE"
2608701,"PE"
2608750,"PE"
2608800,"PE"
2608909,"PE"
2609006,"PE"
2609105,"PE"
2609154,"PE"
2609204,"PE"
2609303,"PE"
2609402,"PE"
2609501,"PE"
2609600,"PE"
2609709,"PE"
2609808,"PE"
2609907,"PE"
2610004,"PE"
2610103,"PE"
2610202,"PE"
2610301,"PE"
2610400,"PE"
2610509,"PE"
2610608,"PE"
2610707,"PE"
2610806,"PE"
2610905,"PE"
2611002,"PE"
2611101,"PE"
2611200,"PE"
2611309,"PE"
2611408,"PE"
2611507,"PE"
2611533,"PE"
2611606,"PE"
2611705,"PE"
2611804,"PE"
2611903,"PE"
2612000,"PE"
2612109,"PE"
2612208,"PE"
2612307,"PE"
2612406,"PE"
2612455,"PE"
2612471,"PE"
2612505,"PE"
2612554,"PE"
2612604,"PE"
2612703,"PE"
2612802,"PE"
2612901,"PE"
2613008,"PE"
2613107,"PE"
2613206,"PE"
2613305,"PE"
2613404,"PE"
2613503,"PE"
2613602,"PE"
2613701,"PE"
2613800,"PE"
2613909,"PE"
2614006,"PE"
2614105,"PE"
2614204,"PE"
2614303,"PE"
2614402,"PE"
2614501,"PE"
2614600,"PE"
2614709,"PE"
2614808,"PE"
2614857,"PE"
2615003,"PE"
2615102,"PE"
2615201,"PE"
2615300,"PE"
2615409,"PE"
2615508,"PE"
2615607,"PE"
2615706,"PE"
2615805,"PE"
2615904,"PE"
2616001,"PE"
2616100,"PE"
2616183,"PE"
2616209,"PE"
2616308,"PE"
2616407,"PE"
2616506,"PE"
2700102,"AL"
2700201,"AL"
2700300,"AL"
2700409,"AL"
2700508,"AL"
2700607,"AL"
2700706,"AL"
2700805,"AL"
2700904,"AL"
2701001,"AL"
2701100,"AL"
2701209,"AL"
2701308,"AL"
2701357,"AL"
2701407,"AL"
2701506,"AL"
2701605,"AL"
2701704,"AL"
2701803,"AL"
2701902,"AL"
2702009,"AL"
2702108,"AL"
2702207,"AL"
2702306,"AL"
2702355,"AL"
2702405,"AL"
2702504,"AL"
2702553,"AL"
2702603,"AL"
2702702,"AL"
2702801,"AL"
2702900,"AL"
2703007,"AL"
2703106,"AL"
2703205,"AL"
2703304,"AL"
2703403,"AL"
2703502,"AL"
2703601,"AL"
2703700,"AL"
2703759,"AL"
2703809,"AL"
2703908,"AL"
2704005,"AL"
2704104,"AL"
2704203,"AL"
2704302,"AL"
2704401,"AL"
2704500,"AL"
2704609,"AL"
2704708,"AL"
2704807,"AL"
2704906,"AL"
2705002,"AL"
2705101,"AL"
2705200,"AL"
2705309,"AL"
2705408,"AL"
2705507,"AL"
2705606,"AL"
2705705,"AL"
2705804,"AL"
2705903,"AL"
2706000,"AL"
2706109,"AL"
2706208,"AL"
2706307,"AL"
2706406,"AL"
2706422,"AL"
2706448,"AL"
2706505,"AL"
2706604,"AL"
2706703,"AL"
2706802,"AL"
2706901,"AL"
2707008,"AL"
2707107,"AL"
2707206,"AL"
2707305,"AL"
2707404,"AL"
2707503,"AL"
2707602,"AL"
2707701,"AL"
2707800,"AL"
2707909,"AL"
2708006,"AL"
2708105,"AL"
2708204,"AL"
2708303,"AL"
2708402,"AL"
2708501,"AL"
2708600,"AL"
2708709,"AL"
2708808,"AL"
2708907,"AL"
2708956,"AL"
2709004,"AL"
2709103,"AL"
2709152,"AL"
2709202,"AL"
2709301,"AL"
2709400,"AL"
2800100,"SE"
2800209,"SE"
2800308,"SE"
2800407,"SE"
2800506,"SE"
2800605,"SE"
2800670,"SE"
2800704,"SE"
2801009,"SE"
2801108,"SE"
2801207,"SE"
2801306,"SE"
2801405,"SE"
2801504,"SE"
2801603,"SE"
2801702,"SE"
2801900,"SE"
2802007,"SE"
2802106,"SE"
2802205,"SE"
2802304,"SE"
2802403,"SE"
2802502,"SE"
2802601,"SE"
2802700,"SE"
2802809,"SE"
2802908,"SE"
2803005,"SE"
2803104,"SE"
2803203,"SE"
2803302,"SE"
2803401,"SE"
2803500,"SE"
2803609,"SE"
2803708,"SE"
2803807,"SE"
2803906,"SE"
2804003,"SE"
2804102,"SE"
2804201,"SE"
2804300,"SE"
2804409,"SE"
2804458,"SE"
2804508,"SE"
2804607,"SE"
2804706,"SE"
2804805,"SE"
2804904,"SE"
2805000,"SE"
2805109,"SE"
2805208,"SE"
2805307,"SE"
2805406,"SE"
2805505,"SE"
2805604,"SE"
2805703,"SE"
2805802,"SE"
2805901,"SE"
2806008,"SE"
2806107,"SE"
2806206,"SE"
2806305,"SE"
2806404,"SE"
2806503,"SE"
2806602,"SE"
2806701,"SE"
2806800,"SE"
2806909,"SE"
2807006,"SE"
2807105,"SE"
2807204,"SE"
2807303,"SE"
2807402,"SE"
2807501,"SE"
2807600,"SE"
2900108,"BA"
2900207,"BA"
2900306,"BA"
2900355,"BA"
2900405,"BA"
2900504,"BA"
2900603,"BA"
2900702,"BA"
2900801,"BA"
2900900,"BA"
2901007,"BA"
2901106,"BA"
2901155,"BA"
2901205,"BA"
2901304,"BA"
2901353,"BA"
2901403,"BA"
2901502,"BA"
2901601,"BA"
2901700,"BA"
2901809,"BA"
2901908,"BA"
2901957,"BA"
2902005,"BA"
2902054,"BA"
2902104,"BA"
2902203,"BA"
2902252,"BA"
2902302,"BA"
2902401,"BA"
2902500,"BA"
2902609,"BA"
2902658,"BA"
2902708,"BA"
2902807,"BA"
2902906,"BA"
2903003,"BA"
2903102,"BA"
2903201,"BA"
2903235,"BA"
2903276,"BA"
2903300,"BA"
2903409,"BA"
2903508,"BA"
2903607,"BA"
2903706,"BA"
2903805,"BA"
2903904,"BA"
2903953,"BA"
2904001,"BA"
2904050,"BA"
2904100,"BA"
2904209,"BA"
2904308,"BA"
2904407,"BA"
2904506,"BA"
2904605,"BA"
2904704,"BA"
2904753,"BA"
2904803,"BA"
2904852,"BA"
2904902,"BA"
2905008,"BA"
2905107,"BA"
2905156,"BA"
2905206,"BA"
2905305,"BA"
2905404,"BA"
2905503,"BA"
2905602,"BA"
2905701,"BA"
2905800,"BA"
2905909,"BA"
2906006,"BA"
2906105,"BA"
2906204,"BA"
2906303,"BA"
2906402,"BA"
2906501,"BA"
2906600,"BA"
2906709,"BA"
2906808,"BA"
2906824,"BA"
2906857,"BA"
2906873,"BA"
2906899,"BA"
2906907,"BA"
2907004,"BA"
2907103,"BA"
2907202,"BA"
2907301,"BA"
2907400,"BA"
2907509,"BA"
2907558,"BA"
2907608,"BA"
2907707,"BA"
2907806,"BA"
2907905,"BA"
2908002,"BA"
2908101,"BA"
2908200,"BA"
2908309,"BA"
2908408,"BA"
2908507,"BA"
2908606,"BA"
2908705,"BA"
2908804,"BA"
2908903,"BA"
2909000,"BA"
2909109,"BA"
2909208,"BA"
2909307,"BA"
2909406,"BA"
2909505,"BA"
2909604,"BA"
2909703,"BA"
2909802,"BA"
2909901,"BA"
2910008,"BA"
2910057,"BA"
2910107,"BA"
2910206,"BA"
2910305,"BA"
2910404,"BA"
2910503,"BA"
2910602,"BA"
2910701,"BA"
2910727,"BA"
2910750,"BA"
2910776,"BA"
2910800,"BA"
2910859,"BA"
2910909,"BA"
2911006,"BA"
2911105,"BA"
2911204,"BA"
2911253,"BA"
2911303,"BA"
2911402,"BA"
2911501,"BA"
2911600,"BA"
2911659,"BA"
2911709,"BA"
2911808,"BA"
2911857,"BA"
2911907,"BA"
2912004,"BA"
2912103,"BA"
2912202,"BA"
2912301,"BA"
2912400,"BA"
2912509,"BA"
2912608,"BA"
2912707,"BA"
2912806,"BA"
2912905,"BA"
2913002,"BA"
2913101,"BA"
2913200,"BA"
2913309,"BA"
2913408,"BA"
2913457,"BA"
2913507,"BA"
2913606,"BA"
2913705,"BA"
2913804,"BA"
2913903,"BA"
2914000,"BA"
2914109,"BA"
2914208,"BA"
2914307,"BA"
2914406,"BA"
2914505,"BA"
2914604,"BA"
2914653,"BA"
2914703,"BA"
2914802,"BA"
2914901,"BA"
2915007,"BA"
2915106,"BA"
2915205,"BA"
2915304,"BA"
2915353,"BA"
2915403,"BA"
2915502,"BA"
2915601,"BA"
2915700,"BA"
2915809,"BA"
2915908,"BA"
2916005,"BA"
2916104,"BA"
2916203,"BA"
2916302,"BA"
2916401,"BA"
2916500,"BA"
2916609,"BA"
2916708,"BA"
2916807,"BA"
2916856,"BA"
2916906,"BA"
2917003,"BA"
2917102,"BA"
2917201,"BA"
2917300,"BA"
2917334,"BA"
2917359,"BA"
2917409,"BA"
2917508,"BA"
2917607,"BA"
2917706,"BA"
2917805,"BA"
2917904,"BA"
2918001,"BA"
2918100,"BA"
2918209,"BA"
2918308,"BA"
2918357,"BA"
2918407,"BA"
2918456,"BA"
2918506,"BA"
2918555,"BA"
2918605,"BA"
2918704,"BA"
2918753,"BA"
2918803,"BA"
2918902,"BA"
2919009,"BA"
2919058,"BA"
2919108,"BA"
2919157,"BA"
2919207,"BA"
2919306,"BA"
2919405,"BA"
2919504,"BA"
2919553,"BA"
2919603,"BA"
2919702,"BA"
2919801,"BA"
2919900,"BA"
2919926,"BA"
2919959,"BA"
2920007,"BA"
2920106,"BA"
2920205,"BA"
2920304,"BA"
2920403,"BA"
2920452,"BA"
2920502,"BA"
2920601,"BA"
2920700,"BA"
2920809,"BA"
2920908,"BA"
2921005,"BA"
2921054,"BA"
2921104,"BA"
2921203,"BA"
2921302,"BA"
2921401,"BA"
2921450,"BA"
2921500,"BA"
2921609,"BA"
2921708,"BA"
2921807,"BA"
2921906,"BA"
2922003,"BA"
2922052,"BA"
2922102,"BA"
2922201,"BA"
2922250,"BA"
2922300,"BA"
2922409,"BA"
2922508,"BA"
2922607,"BA"
2922656,"BA"
2922706,"BA"
2922730,"BA"
2922755,"BA"
2922805,"BA"
2922854,"BA"
2922904,"BA"
2923001,"BA"
2923035,"BA"
2923050,"BA"
2923100,"BA"
2923209,"BA"
2923308,"BA"
2923357,"BA"
2923407,"BA"
2923506,"BA"
2923605,"BA"
2923704,"BA"
2923803,"BA"
2923902,"BA"
2924009,"BA"
2924058,"BA"
2924108,"BA"
2924207,"BA"
2924306,"BA"
2924405,"BA"
2924504,"BA"
2924603,"BA"
2924652,"BA"
2924678,"BA"
2924702,"BA"
2924801,"BA"
2924900,"BA"
2925006,"BA"
2925105,"BA"
2925204,"BA"
2925253,"BA"
2925303,"BA"
2925402,"BA"
2925501,"BA"
2925600,"BA"
2925709,"BA"
2925758,"BA"
2925808,"BA"
2925907,"BA"
2925931,"BA"
2925956,"BA"
2926004,"BA"
2926103,"BA"
2926202,"BA"
2926301,"BA"
2926400,"BA"
2926509,"BA"
2926608,"BA"
2926657,"BA"
2926707,"BA"
2926806,"BA"
2926905,"BA"
2927002,"BA"
2927101,"BA"
2927200,"BA"
2927309,"BA"
2927408,"BA"
2927507,"BA"
2927606,"BA"
2927705,"BA"
2927804,"BA"
2927903,"BA"
2928000,"BA"
2928059,"BA"
2928109,"BA"
2928208,"BA"
2928307,"BA"
2928406,"BA"
2928505,"BA"
2928604,"BA"
2928703,"BA"
2928802,"BA"
2928901,"BA"
2928950,"BA"
2929008,"BA"
2929057,"BA"
2929107,"BA"
2929206,"BA"
2929255,"BA"
2929305,"BA"
2929354,"BA"
2929370,"BA"
2929404,"BA"
2929503,"BA"
2929602,"BA"
2929701,"BA"
2929750,"BA"
2929800,"BA"
2929909,"BA"
2930006,"BA"
2930105,"BA"
2930154,"BA"
2930204,"BA"
2930303,"BA"
2930402,"BA"
2930501,"BA"
2930600,"BA"
2930709,"BA"
2930758,"BA"
2930766,"BA"
2930774,"BA"
2930808,"BA"
2930907,"BA"
2931004,"BA"
2931053,"BA"
2931103,"BA"
2931202,"BA"
2931301,"BA"
2931350,"BA"
2931400,"BA"
2931509,"BA"
2931608,"BA"
2931707,"BA"
2931806,"BA"
2931905,"BA"
2932002,"BA"
2932101,"BA"
2932200,"BA"
2932309,"BA"
2932408,"BA"
2932457,"BA"
2932507,"BA"
2932606,"BA"
2932705,"BA"
2932804,"BA"
2932903,"BA"
2933000,"BA"
2933059,"BA"
2933109,"BA"
2933158,"BA"
2933174,"BA"
2933208,"BA"
2933257,"BA"
2933307,"BA"
2933406,"BA"
2933455,"BA"
2933505,"BA"
2933604,"BA"
3100104,"MG"
3100203,"MG"
3100302,"MG"
3100401,"MG"
3100500,"MG"
3100609,"MG"
3100708,"MG"
3100807,"MG"
3100906,"MG"
3101003,"MG"
3101102,"MG"
3101201,"MG"
3101300,"MG"
3101409,"MG"
3101508,"MG"
3101607,"MG"
3101631,"MG"
3101706,"MG"
3101805,"MG"
3101904,"MG"
3102001,"MG"
3102050,"MG"
3102100,"MG"
3102209,"MG"
3102308,"MG"
3102407,"MG"
3102506,"MG"
3102605,"MG"
3102704,"MG"
3102803,"MG"
3102852,"MG"
3102902,"MG"
3103009,"MG"
3103108,"MG"
3103207,"MG"
3103306,"MG"
3103405,"MG"
3103504,"MG"
3103603,"MG"
3103702,"MG"
3103751,"MG"
3103801,"MG"
3103900,"MG"
3104007,"MG"
3104106,"MG"
3104205,"MG"
3104304,"MG"
3104403,"MG"
3104452,"MG"
3104502,"MG"
3104601,"MG"
3104700,"MG"
3104809,"MG"
3104908,"MG"
3105004,"MG"
3105103,"MG"
3105202,"MG"
3105301,"MG"
3105400,"MG"
3105509,"MG"
3105608,"MG"
3105707,"MG"
3105905,"MG"
3106002,"MG"
3106101,"MG"
3106200,"MG"
3106309,"MG"
3106408,"MG"
3106507,"MG"
3106606,"MG"
3106655,"MG"
3106705,"MG"
3106804,"MG"
3106903,"MG"
3107000,"MG"
3107109,"MG"
3107208,"MG"
3107307,"MG"
3107406,"MG"
3107505,"MG"
3107604,"MG"
3107703,"MG"
3107802,"MG"
3107901,"MG"
3108008,"MG"
3108107,"MG"
3108206,"MG"
3108255,"MG"
3108305,"MG"
3108404,"MG"
3108503,"MG"
3108552,"MG"
3108602,"MG"
3108701,"MG"
3108800,"MG"
3108909,"MG"
3109006,"MG"
3109105,"MG"
3109204,"MG"
3109253,"MG"
3109303,"MG"
3109402,"MG"
3109451,"MG"
3109501,"MG"
3109600,"MG"
3109709,"MG"
3109808,"MG"
3109907,"MG"
3110004,"MG"
3110103,"MG"
3110202,"MG"
3110301,"MG"
3110400,"MG"
3110509,"MG"
3110608,"MG"
3110707,"MG"
3110806,"MG"
3110905,"MG"
3111002,"MG"
3111101,"MG"
3111150,"MG"
3111200,"MG"
3111309,"MG"
3111408,"MG"
3111507,"MG"
3111606,"MG"
3111705,"MG"
3111804,"MG"
3111903,"MG"
3112000,"MG"
3112059,"MG"
3112109,"MG"
3112208,"MG"
3112307,"MG"
3112406,"MG"
3112505,"MG"
3112604,"MG"
3112653,"MG"
3112703,"MG"
3112802,"MG"
3112901,"MG"
3113008,"MG"
3113107,"MG"
3113206,"MG"
3113305,"MG"
3113404,"MG"
3113503,"MG"
3113602,"MG"
3113701,"MG"
3113800,"MG"
3113909,"MG"
3114006,"MG"
3114105,"MG"
3114204,"MG"
3114303,"MG"
3114402,"MG"
3114501,"MG"
3114550,"MG"
3114600,"MG"
3114709,"MG"
3114808,"MG"
3114907,"MG"
3115003,"MG"
3115102,"MG"
3115201,"MG"
3115300,"MG"
3115359,"MG"
3115409,"MG"
3115458,"MG"
3115474,"MG"
3115508,"MG"
3115607,"MG"
3115706,"MG"
3115805,"MG"
3115904,"MG"
3116001,"MG"
3116100,"MG"
3116159,"MG"
3116209,"MG"
3116308,"MG"
3116407,"MG"
3116506,"MG"
3116605,"MG"
3116704,"MG"
3116803,"MG"
3116902,"MG"
3117009,"MG"
3117108,"MG"
3117207,"MG"
3117306,"MG"
3117405,"MG"
3117504,"MG"
3117603,"MG"
3117702,"MG"
3117801,"MG"
3117836,"MG"
3117876,"MG"
3117900,"MG"
3118007,"MG"
3118106,"MG"
3118205,"MG"
3118304,"MG"
3118403,"MG"
3118502,"MG"
3118601,"MG"
3118700,"MG"
3118809,"MG"
3118908,"MG"
3119005,"MG"
3119104,"MG"
3119203,"MG"
3119302,"MG"
3119401,"MG"
3119500,"MG"
3119609,"MG"
3119708,"MG"
3119807,"MG"
3119906,"MG"
3119955,"MG"
3120003,"MG"
3120102,"MG"
3120151,"MG"
3120201,"MG"
3120300,"MG"
3120409,"MG"
3120508,"MG"
3120607,"MG"
3120706,"MG"
3120805,"MG"
3120839,"MG"
3120870,"MG"
3120904,"MG"
3121001,"MG"
3121100,"MG"
3121209,"MG"
3121258,"MG"
3121308,"MG"
3121407,"MG"
3121506,"MG"
3121605,"MG"
3121704,"MG"
3121803,"MG"
3121902,"MG"
3122009,"MG"
3122108,"MG"
3122207,"MG"
3122306,"MG"
3122355,"MG"
3122405,"MG"
3122454,"MG"
3122470,"MG"
3122504,"MG"
3122603,"MG"
3122702,"MG"
3122801,"MG"
3122900,"MG"
3123007,"MG"
3123106,"MG"
3123205,"MG"
3123304,"MG"
3123403,"MG"
3123502,"MG"
3123528,"MG"
3123601,"MG"
3123700,"MG"
3123809,"MG"
3123858,"MG"
3123908,"MG"
3124005,"MG"
3124104,"MG"
3124203,"MG"
3124302,"MG"
3124401,"MG"
3124500,"MG"
3124609,"MG"
3124708,"MG"
3124807,"MG"
3124906,"MG"
3125002,"MG"
3125101,"MG"
3125200,"MG"
3125309,"MG"
3125408,"MG"
3125507,"MG"
3125606,"MG"
3125705,"MG"
3125804,"MG"
3125903,"MG"
3125952,"MG"
3126000,"MG"
3126109,"MG"
3126208,"MG"
3126307,"MG"
3126406,"MG"
3126505,"MG"
3126604,"MG"
3126703,"MG"
3126752,"MG"
3126802,"MG"
3126901,"MG"
3126950,"MG"
3127008,"MG"
3127057,"MG"
3127073,"MG"
3127107,"MG"
3127206,"MG"
3127305,"MG"
3127339,"MG"
3127354,"MG"
3127370,"MG"
3127388,"MG"
3127404,"MG"
3127503,"MG"
3127602,"MG"
3127701,"MG"
3127800,"MG"
3127909,"MG"
3128006,"MG"
3128105,"MG"
3128204,"MG"
3128253,"MG"
3128303,"MG"
3128402,"MG"
3128501,"MG"
3128600,"MG"
3128709,"MG"
3128808,"MG"
3128907,"MG"
3129004,"MG"
3129103,"MG"
3129202,"MG"
3129301,"MG"
3129400,"MG"
3129509,"MG"
3129608,"MG"
3129657,"MG"
3129707,"MG"
3129806,"MG"
3129905,"MG"
3130002,"MG"
3130051,"MG"
3130101,"MG"
3130200,"MG"
3130309,"MG"
3130408,"MG"
3130507,"MG"
3130556,"MG"
3130606,"MG"
3130655,"MG"
3130705,"MG"
3130804,"MG"
3130903,"MG"
3131000,"MG"
3131109,"MG"
3131158,"MG"
3131208,"MG"
3131307,"MG"
3131406,"MG"
3131505,"MG"
3131604,"MG"
3131703,"MG"
3131802,"MG"
3131901,"MG"
3132008,"MG"
3132107,"MG"
3132206,"MG"
3132305,"MG"
3132404,"MG"
3132503,"MG"
3132602,"MG"
3132701,"MG"
3132800,"MG"
3132909,"MG"
3133006,"MG"
3133105,"MG"
3133204,"MG"
3133303,"MG"
3133402,"MG"
3133501,"MG"
3133600,"MG"
3133709,"MG"
3133758,"MG"
3133808,"MG"
3133907,"MG"
3134004,"MG"
3134103,"MG"
3134202,"MG"
3134301,"MG"
3134400,"MG"
3134509,"MG"
3134608,"MG"
3134707,"MG"
3134806,"MG"
3134905,"MG"
3135001,"MG"
3135050,"MG"
3135076,"MG"
3135100,"MG"
3135209,"MG"
3135308,"MG"
3135357,"MG"
3135407,"MG"
3135456,"MG"
3135506,"MG"
3135605,"MG"
3135704,"MG"
3135803,"MG"
3135902,"MG"
3136009,"MG"
3136108,"MG"
3136207,"MG"
3136306,"MG"
3136405,"MG"
3136504,"MG"
3136520,"MG"
3136553,"MG"
3136579,"MG"
3136603,"MG"
3136652,"MG"
3136702,"MG"
3136801,"MG"
3136900,"MG"
3136959,"MG"
3137007,"MG"
3137106,"MG"
3137205,"MG"
3137304,"MG"
3137403,"MG"
3137502,"MG"
3137536,"MG"
3137601,"MG"
3137700,"MG"
3137809,"MG"
3137908,"MG"
3138005,"MG"
3138104,"MG"
3138203,"MG"
3138302,"MG"
3138351,"MG"
3138401,"MG"
3138500,"MG"
3138609,"MG"
3138625,"MG"
3138658,"MG"
3138674,"MG"
3138682,"MG"
3138708,"MG"
3138807,"MG"
3138906,"MG"
3139003,"MG"
3139102,"MG"
3139201,"MG"
3139250,"MG"
3139300,"MG"
3139409,"MG"
3139508,"MG"
3139607,"MG"
3139706,"MG"
3139805,"MG"
3139904,"MG"
3140001,"MG"
3140100,"MG"
3140159,"MG"
3140209,"MG"
3140308,"MG"
3140407,"MG"
3140506,"MG"
3140530,"MG"
3140555,"MG"
3140605,"MG"
3140704,"MG"
3140803,"MG"
3140852,"MG"
3140902,"MG"
3141009,"MG"
3141108,"MG"
3141207,"MG"
3141306,"MG"
3141405,"MG"
3141504,"MG"
3141603,"MG"
3141702,"MG"
3141801,"MG"
3141900,"MG"
3142007,"MG"
3142106,"MG"
3142205,"MG"
3142254,"MG"
3142304,"MG"
3142403,"MG"
3142502,"MG"
3142601,"MG"
3142700,"MG"
3142809,"MG"
3142908,"MG"
3143005,"MG"
3143104,"MG"
3143153,"MG"
3143203,"MG"
3143302,"MG"
3143401,"MG"
3143450,"MG"
3143500,"MG"
3143609,"MG"
3143708,"MG"
3143807,"MG"
3143906,"MG"
3144003,"MG"
3144102,"MG"
3144201,"MG"
3144300,"MG"
3144359,"MG"
3144375,"MG"
3144409,"MG"
3144508,"MG"
3144607,"MG"
3144656,"MG"
3144672,"MG"
3144706,"MG"
3144805,"MG"
3144904,"MG"
3145000,"MG"
3145059,"MG"
3145109,"MG"
3145208,"MG"
3145307,"MG"
3145356,"MG"
3145372,"MG"
3145406,"MG"
3145455,"MG"
3145505,"MG"
3145604,"MG"
3145703,"MG"
3145802,"MG"
3145851,"MG"
3145877,"MG"
3145901,"MG"
3146008,"MG"
3146107,"MG"
3146206,"MG"
